,ID_Distrito,Precio,Descripcion
256,1,900,"Piso En Alquiler En Calle Manuela Malasaña, Universidad, Centro, Madrid, Madrid"
257,10,900,"Piso En Alquiler En Calle Ocaña, Aluche, Latina, Madrid, Madrid"
258,2,900,"Piso En Alquiler En Calle Caceres, Delicias, Arganzuela, Madrid, Madrid"
259,6,900,"Piso En Alquiler En Calle Lerida, Cuatro Caminos, Tetuán, Madrid, Madrid"
260,6,900,"Estudio En Alquiler En Calle Orense, Cuatro Caminos, Tetuán, Madrid, Madrid"
261,6,900,"Estudio En Alquiler En Calle Orense, Cuatro Caminos, Tetuán, Madrid, Madrid"
262,6,900,"Estudio En Alquiler En Calle Orense, Cuatro Caminos, Tetuán, Madrid, Madrid"
263,6,900,"Estudio En Alquiler En Calle Orense, Cuatro Caminos, Tetuán, Madrid, Madrid"
264,5,900,"Piso En Alquiler En Calle Costa Rica, Chamartín, Madrid, Madrid"
265,11,900,"Piso En Alquiler En Buenavista, Carabanchel, Madrid, Madrid"
266,16,900,"Piso En Alquiler En Plaza Monterrey, Apóstol Santiago, Hortaleza, Madrid, Madrid"
267,8,900,"Piso En Alquiler En Calle Puerto De Maspalomas, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
268,13,900,"Piso En Alquiler En Calle Puentelarra, Santa Eugenia, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
269,13,900,"Piso En Alquiler En Calle Sierra Vieja, Casco Histórico De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
270,16,900,"Piso En Alquiler En Calle Totana, Pinar Del Rey, Hortaleza, Madrid, Madrid"
271,9,900,"Piso En Alquiler En Calle Princesa, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
272,4,900,"Piso En Alquiler En Calle Montesa, Goya, Salamanca, Madrid, Madrid"
273,16,900,"Piso En Alquiler En Calle Guaimaral, Pinar Del Rey, Hortaleza, Madrid, Madrid"
274,20,900,"Piso En Alquiler En Calle Castillo De Peñafiel, Simancas, San Blas-Canillejas, Madrid, Madrid"
275,6,925,"Estudio En Alquiler En Calle Pedro Teixeira, Cuatro Caminos, Tetuán, Madrid, Madrid"
276,10,930,"Piso En Alquiler En Aluche, Latina, Madrid, Madrid"
277,13,950,"Piso En Alquiler En Calle Teniente Muñoz Díaz, Portazgo, Puente De Vallecas, Madrid, Madrid"
278,10,950,"Piso En Alquiler En Calle Federico Mayo, Puerta Del Ángel, Latina, Madrid, Madrid"
279,8,950,"Piso En Alquiler En Plaza Fonsagrada, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
280,8,950,"Piso En Alquiler En Plaza Arteijo, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
281,8,950,"Piso En Alquiler En Calle Ginzo De Limia, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
282,8,950,"Piso En Alquiler En Plaza Padron, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
283,1,950,"Piso En Alquiler En Calle Tesoro, Universidad, Centro, Madrid, Madrid"
284,1,950,"Apartamento En Alquiler En Calle Palma, Universidad, Centro, Madrid, Madrid"
285,1,950,"Piso En Alquiler En Calle Montserrat, Universidad, Centro, Madrid, Madrid"
286,1,950,"Piso En Alquiler En Calle Montserrat, Universidad, Centro, Madrid, Madrid"
287,13,950,"Piso En Alquiler En Casco Histórico De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
288,13,950,"Piso En Alquiler En Avenida De La Gavia, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
289,13,950,"Piso En Alquiler En Avenida Las Suertes, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
290,13,950,"Ático En Alquiler En Calle Barranco Del Novillo, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
291,6,950,"Piso En Alquiler En Calle Aquilino Dominguez, Cuatro Caminos, Tetuán, Madrid, Madrid"
292,5,950,"Piso En Alquiler En Avenida Alberto Alcocer, Nueva España, Chamartín, Madrid, Madrid"
293,5,950,"Piso En Alquiler En Calle Maestro Chapi, Chamartín, Madrid, Madrid"
294,5,950,"Piso En Alquiler En Calle Nicaragua, Chamartín, Madrid, Madrid"
295,5,950,"Piso En Alquiler En Calle Arquitecto Gaudi, Chamartín, Madrid, Madrid"
296,11,950,"Piso En Alquiler En Avenida Carabanchel Alto, Buenavista, Carabanchel, Madrid, Madrid"
297,14,950,"Piso En Alquiler En Calle Avenida Moratalaz, Fontarrón, Moratalaz, Madrid, Madrid"
298,20,950,"Piso En Alquiler En Arcos, San Blas-Canillejas, Madrid, Madrid"
299,11,950,"Apartamento En Alquiler En Calle Alcaraván, Carabanchel, Madrid, Madrid"
300,13,950,"Piso En Alquiler En Calle Real De Arganda, Casco Histórico De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
301,8,950,"Piso En Alquiler En Valverde, Fuencarral-El Pardo, Madrid, Madrid"
302,16,950,"Piso En Alquiler En Calle Santa Virgilia, Pinar Del Rey, Hortaleza, Madrid, Madrid"
303,20,950,"Piso En Alquiler En Calle Zumel, Simancas, San Blas-Canillejas, Madrid, Madrid"
304,10,950,"Piso En Alquiler En Paseo Extremadura, 94, Puerta Del Ángel, Latina, Madrid, Madrid"
305,4,975,"Piso En Alquiler En Calle Jorge Juan, 153, Fuente Del Berro, Salamanca, Madrid, Madrid"
306,11,975,"Piso En Alquiler En Calle Portalegre, Opañel, Carabanchel, Madrid, Madrid"
307,16,980,"Piso En Alquiler En Calle Alcalde Henche De La Plata, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
308,14,980,"Piso En Alquiler En Calle Cañada, Fontarrón, Moratalaz, Madrid, Madrid"
309,10,980,"Piso En Alquiler En Calle Adanero, Campamento, Latina, Madrid, Madrid"
310,8,990,"Piso En Alquiler En Plaza Carballo, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
311,16,1000,"Piso En Alquiler En Calle Infanta Maria, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
312,10,1000,"Piso En Alquiler En Paseo De Extremadura, Puerta Del Ángel, Latina, Madrid, Madrid"
313,10,1000,"Piso En Alquiler En Calle Sepulveda, Lucero, Latina, Madrid, Madrid"
314,1,1000,"Piso En Alquiler En Calle Del Hospital, Embajadores, Centro, Madrid, Madrid"
315,5,1000,"Piso En Alquiler En Calle Canillas, Prosperidad, Chamartín, Madrid, Madrid"
316,1,1000,"Estudio En Alquiler En Calle Dos Amigos, Universidad, Centro, Madrid, Madrid"
317,1,1000,"Piso En Alquiler En Calle Escorial, Universidad, Centro, Madrid, Madrid"
318,1,1000,"Estudio En Alquiler En Calle San Bernardo, Universidad, Centro, Madrid, Madrid"
319,1,1000,"Piso En Alquiler En Calle Tesoro, Universidad, Centro, Madrid, Madrid"
320,7,1000,"Apartamento En Alquiler En Calle Galileo, Arapiles, Chamberí, Madrid, Madrid"
321,7,1000,"Apartamento En Alquiler En Calle Galileo, Arapiles, Chamberí, Madrid, Madrid"
322,7,1000,"Estudio En Alquiler En Calle Fernandez De La Hoz , Almagro, Chamberí, Madrid, Madrid"
323,13,1000,"Piso En Alquiler En Calle Antonio Gades, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
324,2,1000,"Piso En Alquiler En Paseo Delicias, Delicias, Arganzuela, Madrid, Madrid"
325,6,1000,"Estudio En Alquiler En Calle Orense, Cuatro Caminos, Tetuán, Madrid, Madrid"
326,6,1000,"Estudio En Alquiler En Calle Orense, Cuatro Caminos, Tetuán, Madrid, Madrid"
327,6,1000,"Piso En Venta En Calle Juan De Olías, Cuatro Caminos, Tetuán, Madrid, Madrid"
328,5,1000,"Apartamento En Alquiler En Avenida Alfonso Xiii, Nueva España, Chamartín, Madrid, Madrid"
329,5,1000,"Piso En Alquiler En Avenida Alberto Alcocer, Nueva España, Chamartín, Madrid, Madrid"
330,5,1000,"Piso En Alquiler En Calle Torpedero Tucuman, Nueva España, Chamartín, Madrid, Madrid"
331,16,1000,"Piso En Alquiler En Calle Purchena , Apóstol Santiago, Hortaleza, Madrid, Madrid"
332,10,1000,"Piso En Alquiler En Calle Camarena, Aluche, Latina, Madrid, Madrid"
333,17,1000,"Piso En Alquiler En Calle Laguna Del Marquesado, San Cristóbal, Villaverde, Madrid, Madrid"
334,8,1000,"Piso En Alquiler En Pilar, Fuencarral-El Pardo, Madrid, Madrid"
335,13,1000,"Piso En Alquiler En Calle Maquinilla, Casco Histórico De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
336,9,1000,"Piso En Alquiler En Calle Benito Gutiérrez, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
337,12,1000,"Piso En Alquiler En Usera, Madrid, Madrid"
338,4,1000,"Piso En Alquiler En Calle Azcona, Guindalera, Salamanca, Madrid, Madrid"
339,4,1000,"Piso En Alquiler En Calle Mejico, Guindalera, Salamanca, Madrid, Madrid"
340,16,1035,"Piso En Alquiler En Calle Isabel Clara Eugenia, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
341,16,1050,"Piso En Alquiler En Avenida Isabel De Valois, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
342,4,1050,"Piso En Alquiler En Calle Rufino Blanco, Fuente Del Berro, Salamanca, Madrid, Madrid"
343,5,1050,"Piso En Alquiler En Calle Padre Jesus Ordoñez, Prosperidad, Chamartín, Madrid, Madrid"
344,9,1050,"Dúplex En Alquiler En Moncloa-Aravaca, Madrid, Madrid"
345,5,1050,"Piso En Alquiler En Calle Doctor Fleming, Nueva España, Chamartín, Madrid, Madrid"
346,5,1050,"Piso En Alquiler En Calle Puerto Rico, Nueva España, Chamartín, Madrid, Madrid"
347,5,1050,"Piso En Alquiler En Calle Costa Rica, Chamartín, Madrid, Madrid"
348,8,1050,"Apartamento En Alquiler En Pilar, Fuencarral-El Pardo, Madrid, Madrid"
349,19,1050,"Piso En Alquiler En Calle Pergamino, Vicálvaro-Ambroz-Centro-Valdebernardo-Valderribas, Madrid, Madrid"
350,5,1050,"Piso En Alquiler En Calle Talavera, Hispanoamérica, Chamartín, Madrid, Madrid"
351,13,1080,"Piso En Alquiler En Calle Puentedey, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
352,10,1090,"Piso En Venta En Calle Jose De Cadalso, Las Águilas, Latina, Madrid, Madrid"
353,1,1100,"Piso En Alquiler En Calle Mediodia Grande, Palacio, Centro, Madrid, Madrid"
354,16,1100,"Piso En Alquiler En Calle Infanta Maria, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
355,16,1100,"Piso En Alquiler En Calle Isabel De Valois, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
356,16,1100,"Piso En Alquiler En Calle Niceto Alcalá Zamora, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
357,7,1100,"Piso En Alquiler En Calle Santa Engracia, Ríos Rosas, Chamberí, Madrid, Madrid"
358,8,1100,"Piso En Alquiler En Plaza Tuy, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
359,1,1100,"Piso En Alquiler En Calle Atocha, Cortes, Centro, Madrid, Madrid"
360,5,1100,"Piso En Alquiler En Calle Canillas, Prosperidad, Chamartín, Madrid, Madrid"
361,1,1100,"Piso En Alquiler En Calle Amaniel, Universidad, Centro, Madrid, Madrid"
362,1,1100,"Piso En Alquiler En Calle Valverde, Universidad, Centro, Madrid, Madrid"
363,1,1100,"Piso En Alquiler En Calle Churruca, Justicia, Centro, Madrid, Madrid"
364,4,1100,"Piso En Alquiler En Calle De Nuñez De Balboa, Castellana, Salamanca, Madrid, Madrid"
365,7,1100,"Piso En Alquiler En Calle Donoso Cortes, Gaztambide, Chamberí, Madrid, Madrid"
366,1,1100,"Piso En Alquiler En Calle San Hermenegildo, Universidad, Centro, Madrid, Madrid"
367,7,1100,"Piso En Alquiler En Calle Sagunto, Trafalgar, Chamberí, Madrid, Madrid"
368,5,1100,"Piso En Alquiler En Calle Clara Del Rey, Prosperidad, Chamartín, Madrid, Madrid"
369,7,1100,"Estudio En Alquiler En Calle Zurbaran, Almagro, Chamberí, Madrid, Madrid"
370,13,1100,"Piso En Alquiler En Calle Congosto, Casco Histórico De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
371,8,1100,"Piso En Alquiler En Calle Obanos, Fuencarral-El Pardo, Madrid, Madrid"
372,8,1100,"Piso En Alquiler En Calle Fromista, Valverde, Fuencarral-El Pardo, Madrid, Madrid"
373,13,1100,"Piso En Alquiler En Calle Cardenal Vicente Enrique Y Tarancon, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
374,13,1100,"Piso En Alquiler En Avenida Las Suertes, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
375,2,1100,"Piso En Alquiler En Calle Ciudad Real, Delicias, Arganzuela, Madrid, Madrid"
376,2,1100,"Piso En Alquiler En Calle Batalla Del Salado, Delicias, Arganzuela, Madrid, Madrid"
377,2,1100,"Apartamento En Alquiler En Calle Tomás Borrás, Legazpi, Arganzuela, Madrid, Madrid"
378,6,1100,"Piso En Alquiler En Calle Ávila, Cuatro Caminos, Tetuán, Madrid, Madrid"
379,5,1100,"Piso En Alquiler En Calle Doctor Fleming, Nueva España, Chamartín, Madrid, Madrid"
380,5,1100,"Piso En Alquiler En Calle Colombia, Hispanoamérica, Chamartín, Madrid, Madrid"
381,5,1100,"Apartamento En Alquiler En Calle Felix Boix, Nueva España, Chamartín, Madrid, Madrid"
382,10,1100,"Piso En Alquiler En Calle Tembleque, Aluche, Latina, Madrid, Madrid"
383,10,1100,"Piso En Alquiler En Las Águilas, Latina, Madrid, Madrid"
384,10,1100,"Piso En Alquiler En Calle Blas Cabrera, Las Águilas, Latina, Madrid, Madrid"
385,20,1100,"Piso En Alquiler En Avenida Niza, Rosas, San Blas-Canillejas, Madrid, Madrid"
386,17,1100,"Piso En Alquiler En Calle Jose Maria Lozano Sainz, Los Ángeles, Villaverde, Madrid, Madrid"
387,9,1100,"Piso En Alquiler En Avenida Juan Andrés, Valdezarza, Moncloa-Aravaca, Madrid, Madrid"
388,13,1100,"Ático En Alquiler En Calle Villamayor De Santiago, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
389,9,1100,"Piso En Alquiler En Calle Martín De Los Heros, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
390,9,1100,"Piso En Alquiler En Calle Benito Gutiérrez, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
391,4,1100,"Piso En Alquiler En Calle Francisco Navacerrada, Guindalera, Salamanca, Madrid, Madrid"
392,4,1100,"Piso En Alquiler En Calle Ferrer Del Rio, Guindalera, Salamanca, Madrid, Madrid"
393,5,1100,"Piso En Alquiler En Avenida Ramon Y Cajal, Hispanoamérica, Chamartín, Madrid, Madrid"
394,5,1100,"Piso En Alquiler En Calle Colombia, Hispanoamérica, Chamartín, Madrid, Madrid"
395,5,1100,"Piso En Alquiler En Calle Colombia, Hispanoamérica, Chamartín, Madrid, Madrid"
396,16,1100,"Piso En Alquiler En Calle Tolima, Pinar Del Rey, Hortaleza, Madrid, Madrid"
397,16,1150,"Piso En Alquiler En Calle Americo Castro, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
398,7,1150,"Piso En Alquiler En Calle Rios Rosas, Ríos Rosas, Chamberí, Madrid, Madrid"
399,10,1150,"Piso En Alquiler En Plaza Santa Teresita, Puerta Del Ángel, Latina, Madrid, Madrid"
400,8,1150,"Piso En Alquiler En Plaza Arteijo, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
401,4,1150,"Piso En Alquiler En Calle Hermosilla, Fuente Del Berro, Salamanca, Madrid, Madrid"
402,1,1150,"Apartamento En Alquiler En Calle Marques De Santa Ana, Universidad, Centro, Madrid, Madrid"
403,1,1150,"Piso En Alquiler En Madrid, Madrid"
404,5,1150,"Apartamento En Alquiler En Calle Felix Boix, Chamartín, Madrid, Madrid"
405,5,1150,"Piso En Alquiler En Calle Doctor Fleming, Nueva España, Chamartín, Madrid, Madrid"
406,11,1150,"Piso En Alquiler En Calle Camino Viejo De Leganés, Opañel, Carabanchel, Madrid, Madrid"
407,10,1150,"Ático En Alquiler En Calle Sebastian Alvaro, Campamento, Latina, Madrid, Madrid"
408,7,1150,"Piso En Alquiler En Calle Bravo Murillo, Arapiles, Chamberí, Madrid, Madrid"
409,5,1150,"Piso En Alquiler En Calle Pintor Ribera, Hispanoamérica, Chamartín, Madrid, Madrid"
410,16,1150,"Piso En Alquiler En Calle Barichara, Pinar Del Rey, Hortaleza, Madrid, Madrid"
411,16,1200,"Ático En Alquiler En Calle Cardenal Tavera, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
412,7,1200,"Piso En Alquiler En Calle Cristobal Bordiu, Ríos Rosas, Chamberí, Madrid, Madrid"
413,8,1200,"Piso En Alquiler En Calle Melchor Fernández Almagro, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
414,1,1200,"Dúplex En Alquiler En Calle Provisiones, Embajadores, Centro, Madrid, Madrid"
415,4,1200,"Piso En Alquiler En Calle Doctor Esquerdo, Fuente Del Berro, Salamanca, Madrid, Madrid"
416,1,1200,"Piso En Alquiler En Calle Espiritu Santo, Universidad, Centro, Madrid, Madrid"
417,1,1200,"Piso En Alquiler En Calle Tesoro, Universidad, Centro, Madrid, Madrid"
418,1,1200,"Piso En Alquiler En Calle Madera, Universidad, Centro, Madrid, Madrid"
419,1,1200,"Piso En Alquiler En Calle Santa Barbara, Universidad, Centro, Madrid, Madrid"
420,1,1200,"Piso En Alquiler En Calle Palma, Universidad, Centro, Madrid, Madrid"
421,9,1200,"Piso En Alquiler En Moncloa-Aravaca, Madrid, Madrid"
422,2,1200,"Piso En Alquiler En Calle Peñuelas, Acacias, Arganzuela, Madrid, Madrid"
423,2,1200,"Piso En Alquiler En Paseo De La Esperanza , Acacias, Arganzuela, Madrid, Madrid"
424,7,1200,"Piso En Alquiler En Calle Fernandez De Los Rios, Gaztambide, Chamberí, Madrid, Madrid"
425,7,1200,"Piso En Alquiler En Calle Juan Montalvo, Vallehermoso, Chamberí, Madrid, Madrid"
426,1,1200,"Piso En Alquiler En Calle Acuerdo, Universidad, Centro, Madrid, Madrid"
427,8,1200,"Piso En Alquiler En Calle Isabel Colbrand, Valverde, Fuencarral-El Pardo, Madrid, Madrid"
428,8,1200,"Piso En Alquiler En Calle Castiello De Jaca, Valverde, Fuencarral-El Pardo, Madrid, Madrid"
429,10,1200,"Piso En Alquiler En Calle Ocaña, Aluche, Latina, Madrid, Madrid"
430,2,1200,"Piso En Alquiler En Calle Embajadores, Delicias, Arganzuela, Madrid, Madrid"
431,2,1200,"Piso En Alquiler En Calle Caceres, Delicias, Arganzuela, Madrid, Madrid"
432,2,1200,"Piso En Alquiler En Calle Divino Valles, Chopera, Arganzuela, Madrid, Madrid"
433,6,1200,"Piso En Alquiler En Calle Juan De Olias, Cuatro Caminos, Tetuán, Madrid, Madrid"
434,6,1200,"Piso En Alquiler En Calle Juan De Olias, Cuatro Caminos, Tetuán, Madrid, Madrid"
435,5,1200,"Piso En Alquiler En Calle Puerto Rico, Nueva España, Chamartín, Madrid, Madrid"
436,5,1200,"Piso En Alquiler En Calle Doctor Fleming, Chamartín, Madrid, Madrid"
437,5,1200,"Piso En Alquiler En Calle Bolivia, Nueva España, Chamartín, Madrid, Madrid"
438,5,1200,"Piso En Alquiler En Plaza Peru, Chamartín, Madrid, Madrid"
439,5,1200,"Piso En Alquiler En Calle Costa Rica, Hispanoamérica, Chamartín, Madrid, Madrid"
440,5,1200,"Piso En Alquiler En Calle Doctor Fleming, Nueva España, Chamartín, Madrid, Madrid"
441,16,1200,"Piso En Alquiler En Calle Trinquete, Apóstol Santiago, Hortaleza, Madrid, Madrid"
442,17,1200,"Dúplex En Alquiler En Calle Laguna Del Marquesado, San Cristóbal, Villaverde, Madrid, Madrid"
443,11,1200,"Piso En Alquiler En Calle Jacobinia, Vista Alegre, Carabanchel, Madrid, Madrid"
444,11,1200,"Piso En Alquiler En Calle Patrimonio De La Humanidad, Pau De Carabanchel, Carabanchel, Madrid, Madrid"
445,19,1200,"Piso En Venta En Calle Campo De La Torre, Casco Histórico De Vicálvaro, Vicálvaro-Ambroz-Centro-Valdebernardo-Valderribas, Madrid, Madrid"
446,13,1200,"Piso En Alquiler En Palomeras Bajas, Puente De Vallecas, Madrid, Madrid"
447,16,1200,"Piso En Alquiler En Calle Trefacio, Canillas, Hortaleza, Madrid, Madrid"
448,7,1200,"Piso En Alquiler En Calle Bravo Murillo, Trafalgar, Chamberí, Madrid, Madrid"
449,7,1200,"Piso En Alquiler En Calle Garcia De Paredes, Trafalgar, Chamberí, Madrid, Madrid"
450,1,1200,"Piso En Alquiler En Madrid, Madrid"
451,4,1200,"Piso En Alquiler En Calle Cartagena, Guindalera, Salamanca, Madrid, Madrid"
452,4,1200,"Piso En Alquiler En Calle Londres, Guindalera, Salamanca, Madrid, Madrid"
453,5,1200,"Piso En Alquiler En Calle Víctor De La Serna, Hispanoamérica, Chamartín, Madrid, Madrid"
454,16,1225,"Piso En Alquiler En Calle Pintor Lucio Muñoz, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
455,1,1225,"Piso En Alquiler En Calle San Bartolome, Justicia, Centro, Madrid, Madrid"
456,13,1240,"Piso En Alquiler En Calle Antonio Gades, Ensanche De Vallecas, Villa De Vallecas-Ensanche Y Santa Eugenia, Madrid, Madrid"
457,15,1250,"Piso En Alquiler En Calle Portugalete, Pueblo Nuevo, Ciudad Lineal, Madrid, Madrid"
458,1,1250,"Piso En Alquiler En Madrid, Madrid"
459,7,1250,"Piso En Alquiler En Avenida Pablo Iglesias, Ríos Rosas, Chamberí, Madrid, Madrid"
460,5,1250,"Piso En Alquiler En Prosperidad, Chamartín, Madrid, Madrid"
461,8,1250,"Piso En Alquiler En Calle Castiello De Jaca, Valverde, Fuencarral-El Pardo, Madrid, Madrid"
462,8,1250,"Piso En Alquiler En Calle Castillo De Candanchu, Valverde, Fuencarral-El Pardo, Madrid, Madrid"
463,2,1250,"Piso En Alquiler En Calle Juan De Vera, Delicias, Arganzuela, Madrid, Madrid"
464,5,1250,"Piso En Alquiler En Plaza Republica Dominicana, Chamartín, Madrid, Madrid"
465,5,1250,"Piso En Alquiler En Avenida Alberto Alcocer, Hispanoamérica, Chamartín, Madrid, Madrid"
466,5,1250,"Piso En Alquiler En Calle Colombia, Chamartín, Madrid, Madrid"
467,5,1250,"Piso En Alquiler En Avenida Alberto Alcocer, Hispanoamérica, Chamartín, Madrid, Madrid"
468,11,1250,"Piso En Alquiler En Avenida Abrantes, Opañel, Carabanchel, Madrid, Madrid"
469,19,1250,"Piso En Alquiler En Bulevar Jose Prat, Vicálvaro-Ambroz-Centro-Valdebernardo-Valderribas, Madrid, Madrid"
470,8,1250,"Piso En Alquiler En Calle Ramon Gomez De La Serna, Peñagrande, Fuencarral-El Pardo, Madrid, Madrid"
471,5,1250,"Piso En Alquiler En Calle Drácena, Hispanoamérica, Chamartín, Madrid, Madrid"
472,5,1250,"Piso En Alquiler En Avenida Ramon Y Cajal, Hispanoamérica, Chamartín, Madrid, Madrid"
473,1,1275,"Apartamento En Alquiler En Calle Hortaleza, Justicia, Centro, Madrid, Madrid"
474,2,1290,"Piso En Alquiler En Calle Párroco Eusebio Cuenca, Delicias, Arganzuela, Madrid, Madrid"
475,16,1299,"Piso En Alquiler En Calle Isabel Clara Eugenia, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
476,16,1299,"Piso En Alquiler En Calle Ana De Austria, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
477,16,1300,"Piso En Alquiler En Calle Princesa De Eboli, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
478,16,1300,"Ático En Alquiler En Calle Vicente Blasco Ibañez, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
479,16,1300,"Piso En Alquiler En Calle Isabel Clara Eugenia, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
480,16,1300,"Piso En Venta En Calle Alcalde Redondo Aceña, Sanchinarro-Valdefuentes, Hortaleza, Madrid, Madrid"
481,7,1300,"Piso En Alquiler En Calle Breton De Los Herreros, Ríos Rosas, Chamberí, Madrid, Madrid"
482,1,1300,"Piso En Alquiler En Calle Jesús Y María, Embajadores, Centro, Madrid, Madrid"
483,2,1300,"Piso En Alquiler En Calle San Anastasio, Acacias, Arganzuela, Madrid, Madrid"
484,7,1300,"Piso En Alquiler En Calle Fernandez De Los Ríos, Madrid, Madrid"
485,7,1300,"Piso En Alquiler En Calle Fernando El Catolico, Gaztambide, Chamberí, Madrid, Madrid"
486,7,1300,"Piso En Alquiler En Calle Gaztambide, Gaztambide, Chamberí, Madrid, Madrid"
487,2,1300,"Piso En Alquiler En Calle Caceres, Delicias, Arganzuela, Madrid, Madrid"
488,2,1300,"Piso En Alquiler En Calle Parroco Eusebio Cuenca, Delicias, Arganzuela, Madrid, Madrid"
489,2,1300,"Piso En Alquiler En Calle Alicante, Delicias, Arganzuela, Madrid, Madrid"
490,2,1300,"Piso En Alquiler En Calle Tomas Borras, Chopera, Arganzuela, Madrid, Madrid"
491,6,1300,"Piso En Alquiler En Avenida General Peron, Cuatro Caminos, Tetuán, Madrid, Madrid"
492,5,1300,"Piso En Alquiler En Calle Principe De Vergara, Hispanoamérica, Chamartín, Madrid, Madrid"
493,5,1300,"Piso En Alquiler En Calle Costa Rica, Chamartín, Madrid, Madrid"
494,5,1300,"Piso En Alquiler En Calle Costa Rica, Chamartín, Madrid, Madrid"
495,20,1300,"Piso En Alquiler En Calle Suecia, Rosas, San Blas-Canillejas, Madrid, Madrid"
496,8,1300,"Piso En Alquiler En Calle La Bañeza, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
497,9,1300,"Piso En Alquiler En Calle Quintana, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
498,9,1300,"Piso En Alquiler En Calle Martín De Los Heros, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
499,9,1300,"Piso En Alquiler En Calle Martín De Los Heros, Argüelles, Moncloa-Aravaca, Madrid, Madrid"
500,8,1300,"Piso En Alquiler En Calle Monasterio De Montesclaros, Montecarmelo, Fuencarral-El Pardo, Madrid, Madrid"
501,7,1300,"Piso En Alquiler En Calle Lozoya, Chamberí, Madrid, Madrid"
502,4,1300,"Piso En Alquiler En Calle Fuente Del Berro , Goya, Salamanca, Madrid, Madrid"
503,15,1350,"Piso En Alquiler En Calle San Telesforo, Pueblo Nuevo, Ciudad Lineal, Madrid, Madrid"
504,7,1350,"Piso En Alquiler En Calle Santa Engracia, Ríos Rosas, Chamberí, Madrid, Madrid"
505,10,1350,"Piso En Alquiler En Calle Antonio Gistau, Puerta Del Ángel, Latina, Madrid, Madrid"
506,8,1350,"Piso En Alquiler En Calle Ribadavia, Pilar, Fuencarral-El Pardo, Madrid, Madrid"
507,5,1350,"Piso En Alquiler En Calle Malcampo, Prosperidad, Chamartín, Madrid, Madrid"
508,5,1350,"Piso En Alquiler En Chamartín, Madrid, Madrid"
509,4,1350,"Piso En Alquiler En Calle Pinar, Castellana, Salamanca, Madrid, Madrid"
510,1,1350,"Piso En Alquiler En Calle Ruiz, Universidad, Centro, Madrid, Madrid"
